,limericks,rhyme_score,nonrhyme_score,context_score
501,"if you wish to become a rich boy 
 in a life full of money and joy 
 then theres no need to strive 
 for a life that is alive 
 so your life isnt a danger bunny

",2,6,0.876894221
502,"what does danish mean to be heard 
 in this test its a very strange word 
 dishonants are the same 
 for i hear thats the name 
 of this class to which danishmen are preferred

",4,6,0.876262262
503,"when im writing my verse i start by 
 a small bulblet that fits under my tea 
 but theres much that i know 
 for my verse is all new 
 my lines dont fit  im outta here

",1,6,0.874938753
504,"the  androgyne of france is a man 
 whos been blessed with an earache named brandt 
 since his last name he has 
 both been known to have had 
 to be honest this man of chteaux

",0,6,0.874932662
505,"if your house on the moors been acquired 
 and the land cannot be easily sired 
 then you have to displace 
 those who live in your house 
 and then leave for good cheer where you reside

",1,6,0.872907758
506,"when youve got it all over your head 
 you may think that its just what you have 
 but a problem arise 
 when its time to choose rose 
 so youre likely to have to be dead

",1,6,0.872427139
507,"youve taken me to a dance camp in there 
 and the lights are a brown candle affair 
 but theres only one night 
 i have two nights tonight 
 my body is all in a haze

",2,6,0.872413963
508,"from the time i was two i can see 
 when i get older i start to dither 
 in the past i was great 
 till i learned that the state 
 of my life is the same every year

",1,6,0.871551782
509,"on the chesapeake coast in wisconsin 
 i got fed up with cattlemans hubby 
 as one of their topickers 
 they would bick all the chicks 
 from their britches who did their bit for chubbies

",0,5,0.871026866
510,"that means both the same as a yes sir 
 and i have to declare it with candor 
 it is used to say 
 to say oj and it is 
 to say that the two are congruent

",1,6,0.870801948
511,"with a souse of a man that was old 
 my two cousins seem quite inured 
 i hope theyll be wed 
 one more baby is dead 
 and the other is deadoh to save

",1,6,0.870687485
512,"at the ball game this guy had a gun 
 thats the kind used by old soldiers when 
 in a battle the sight 
 of a flashbulb might fright 
 leads our soldiers right into the john

",2,6,0.870095879
513,"i thought i was about to start fleshing 
 on the lawn where i found a young bessie 
 then she dropped me a note 
 thats whats written on mine 
 thats the sign for a new life im faze

",0,6,0.868925773
514,"when the pope was enshrouded in mist 
 a young priest was ably whisked out 
 for he lacked much the charm 
 of a woman of farm 
 he had lost half his money the bligh

",1,6,0.867972754
515,"when a guy finds youre not worth a hoot 
 in the head of his staff he will boot 
 his exhumation of 
 the same old geezer 
 hes in with it and knows to deny it

",3,6,0.867482625
516,"since its clear i am not a fan 
 of your style it is one of those 
 every time i begrudge 
 such a critic isudge 
 i will show up next time like me

",1,6,0.867429018
517,"what he said that  you say it with tact 
 but i see your point has a flaw 
 as he lay on the floor 
 i was struck by your roar 
 as he started to puke out the cree

",1,4,0.866524905
518,"he said ive a problem concealing 
 from all that i know  he denied 
 then again i just couldnt 
 find him any good reason 
 to ask a priest what a bothersome guy

",0,6,0.865890607
519,"at an art fair the show was so grand 
 the art deco and the food fineart 
 but the artichoke too 
 made the audience woe 
 all their money was spent on the brand

",2,6,0.865160063
520,"in a bordello two dancers all dance 
 both are baring their wares on the chance 
 that some cheap chico dress 
 might be good for a less 
 heavystyle look but for romance

",4,6,0.864892095
521,"i was young as a boy without peer 
 till a day in the yard caught my ear 
 as i swatted the hair 
 of a cat with a spare 
 all alone i said listen and peer

",4,0,0.863716707
522,"a daffodil sounds like a tramp 
 a tall tales a long ones a tramp 
 so its easy to tell 
 if your storys well worn 
 i would write it for one not for a champ

",3,6,0.863247603
523,"theres an obsolete word that ill use 
 of which i will first have to hush 
 but theres nothing id like 
 that means people must not 
 choose an obsolete word to use

",1,6,0.863001037
524,"some people believe we are cursed 
 our minds unhinged and maligned 
 by our faults our past sins 
 are excuses we winks 
 we cant help them they just cant take long

",0,6,0.862611219
525,"to the scots and their english is where 
 one might find a scot whos got a flair 
 while the scots say it borg 
 in this case it means nothing 
 for the borsericks words just dont care

",3,6,0.862333313
526,"my father had died of cancer 
 said he isnt a saint  this is news to me 
 i said dad dont you worry 
 your blood count is worry 
 your age i have told you twice

",1,4,0.861703873
527,"though my job is to do fine theres some stuff 
 that youd rather have none of i reckon 
 its a expense to be 
 you might want to see 
 my expense account and your expense account

",1,6,0.860853951
528,"there are things in a soup you should learn 
 that with cooking technique its not dawn 
 that theres never a doubt 
 itll turn into a trout 
 with a sauce on your bread to mirth

",2,6,0.859004535
529,"my dear wifes with the flu and the blues 
 im afraid that shell soon be besomers 
 and her doctors arent happy 
 her blood count isnt stable 
 and i cant swallow antacidics

",0,6,0.858270571
530,"to achill ive got one new cask 
 its made to my taste i should task 
 how did you get in 
 to my cask for anoint 
 the ginseng you chugged down your task

",3,6,0.858049758
531,"when the air is at high and muggy 
 the belfries a nice place for slumber 
 once you have to head out 
 theres an airshed you doubt 
 to the belfry all day you would lumber

",2,6,0.857660718
532,"on the first day of class i was hired 
 now im shocked that they found me employed 
 im so sickly so mad 
 my boss made me sad 
 that ill not get much work anymore

",1,6,0.854507565
533,"bryozoan these cells of a kind 
 are found at the end of the food chain 
 if its known to be sour 
 and may lead to a sour 
 and then to the stomachsintheend

",2,6,0.854003437
534,"we may need to be rid of our smell 
 for it isnt just one that will tell 
 how to best manage our store 
 let one smell make the grade 
 to the class we should all be well oil

",3,6,0.85387685
535,"in the back of the car sat a bemuse 
 wearing sandals and shoes that would please 
 but the driver was stung 
 and i knew i had come 
 when i blew up he turned right into smoke

",0,6,0.853815079
536,"dont be maudlin to any degree 
 youre a cocksure a cad i could see 
 suck your tongue in your rear 
 and your face will be there 
 then well both eat your behind for a tea

",4,6,0.85212259
537,"my old dog is a little brown collie 
 with fur that is really quite smelly 
 hes called golden retriever 
 the collies are ever 
 happen once more when they all belly

",4,6,0.852008387
538,"whats a crumpledup crumb when you knelt 
 like a crumpledup crumpledup sheet 
 no its not a mere crumb 
 when you knelt it is such 
 that your knobby can make you feelelt

",1,6,0.851338267
539,"bibulous babs is a bimbo wholl blab 
 on that job you are likely to imbib 
 a poor unibrowed lass 
 wholl need help just this frass 
 with that tumba baboob  what a fab

",4,6,0.851067334
540,"in the fall its the first of our months 
 so ill bemoan the years of my curse 
 and i really would hate 
 to have to be a mate 
 or the day that ill lose my two ears

",1,6,0.850975096
541,"all my dreams have now come to pass 
 ive no future  no future   no cast 
 im not dead to a man 
 my life fills with pan 
 as i wander the limericks alas

",2,6,0.850621834
542,"in the far west where folks dont speak baht 
 it was britain which brought michael to it 
 he found work as a waiter 
 he had a good earner 
 and now he lives mostly as  stan

",1,6,0.850482225
543,"that achaeans in their great greek gods 
 took pains to make clear which of these guys 
 had a hand in what came 
 from ascarthus they came 
 this gods story the one that we cry

",1,6,0.849954836
544,"though its not the right place to speak 
 i will make it perfectly weak 
 ill get drowned and be drowned 
 if i stand as before 
 a mere waterhole where would i sneak

",3,6,0.849898353
545,"the term emmy wasnt coined 
 to mean female or male in a crowd 
 but now we can say 
 in a word emmy way 
 to mean someone whos a bit out of luck

",1,6,0.849699691
546,"if you like to eat cheese please feel free 
 to buy a nice big plateful 
 of some articharge or 
 if you like to have tea 
 its artichoke chaff on the tree

",1,4,0.848477766
547,"the bonsai master my teacher 
 had made an impostor his fower 
 a handbook on bonsai 
 dazzled the laymen 
 with such knowledge and such a rare flower

",3,6,0.84781909
548,"a boombats a box filled with music 
 or a piece when youd rather be zippin 
 but alas that wont fit 
 if youre lacking a split 
 for your needle is making you whippin

",2,6,0.847614408
549,"you say you want to put on a show 
 but you dont want to go in the pool 
 when you dont want to flaunt 
 any assets you lack 
 just go beachown not beentious or sloop

",0,6,0.847504154
550,"the dandies i heard told of a girl 
 whos so pretty  im filled with ennui 
 they said shed be happy 
 if she didnt get unhappy 
 but this is a tale i would tell

",2,4,0.846271366
551,"in the cold i heard romeo bellow 
 the basso had just lost his spellow 
 but i played it i found 
 with my basswood around 
 with my pianoa soft flute that will growl

",2,6,0.844691321
552,"the air that my wife sends me through 
 is so thick its almost a brew 
 it is hard to believe 
 if she ever leaves sleeve 
 and that stuff is her very first do

",4,6,0.843422219
553,"your job is to clean up the street 
 like you were in the army some feet 
 will be shed as you doff 
 the right clothes and dont scoff 
 you will clean up this mess i presume

",2,6,0.843246527
554,"theres one thing you may need to endure 
 get some stuff from the store for more dough 
 in my house ive been blessed 
 i must add this request 
 to give you more bread on the square

",1,6,0.843104303
555,"i had asked of the vet to confirm 
 the cause of my lump of a worm 
 he replied that it grew 
 i was told you knew what 
 i can tell by the size of my bowel

",1,6,0.843018502
556,"a man named randy was smitten with mame 
 but the boy wasnt good in his game 
 when a blip gave the slip 
 to the lip of his slip 
 randy cried i just have a date

",2,6,0.842665344
557,"dont get caught if youre selling your house 
 thats a deal i suggest please embrace 
 this sale is a steal 
 just sell it dont steal 
 no i will and well make a good case

",2,6,0.842386603
558,"dont you dare say its something to fear 
 or a bomb that has explode in your ear 
 this stuff that is named 
 for an obsolete word 
 means the stuff that your mother or peer

",3,6,0.841763273
559,"my bactrians were all of a breed 
 of ungulate and not a breed 
 of a man but of course 
 in my pet a fine horse 
 i took a young one and gave it a feed

",4,6,0.841460295
560,"i am dating a man who is smitten 
 by a cute little dog i onceitten 
 but her nose has got holes 
 so my best bet is she bowls 
 my old teds all at once shes unitten

",4,6,0.84094318
561,"whats a chawl and why do it sound 
 like a bite or a blowfish or bird 
 its a sound that i know 
 every little joke crow 
 to name it youre taking great pains to quell

",1,6,0.840842128
562,"when you speak in a style of this sort 
 you may find yourself feeling quite short 
 if you speak of the day 
 of great pharisee 
 youll sound a bit strange its the sort

",3,6,0.840581868
563,"my sister was out with the gang 
 so i called up a friend with a bang 
 he was all of us blue 
 but we got the wrong hue 
 so i yelled out in all caps loud bing

",4,6,0.839990959
564,"theres no way that youll ever go wrong 
 i just dont understand why youre still 
 your english is garbled 
 you keep your french fricative 
 ive a feeling this verse is too long

",1,6,0.839857191
565,"the old abbot athens church of the freemon 
 had a monk who had caused the great schism 
 he broke out in a sweat 
 to read a few plets 
 of canticles which then made him screamism

",1,6,0.839380898
566,"though my face might have become fattery 
 theres a side effect of all that i say 
 i dont think i was cursed 
 in the way i used gs 
 and it sure gets my nose out of my way

",1,5,0.838828459
567,"theres no man can match me in skill 
 my pace is the best in the hills 
 when i head for the top 
 i am doing it stop 
 but i dont look like this one man cresc

",1,6,0.838338807
568,"the greats of the past were divine 
 and the one who can stay truly stay clean 
 is that all very well 
 i do not say too well 
 cause it just isnt me i am clean

",4,6,0.837479874
569,"im not wearing a shirtjust a tee 
 i have a new tank top to go 
 my new dress is a peach 
 and ill fit inside 
 but it smells like the blood in my bow

",1,6,0.836523745
570,"if your body is found in a bind 
 then youre likely to find yourself mended 
 with a castiron spine 
 that will let your whole brain 
 work as one with the force of strong mind

",1,6,0.834278136
571,"dendrolitons the name of the class 
 of these mushrooms  they really would pass 
 through the fingers of men 
 who used chenopod clan 
 by their name they were called dt wax

",1,6,0.833382636
572,"you must get the word out  heres why 
 let noone else take it  oh 
 lets not make a fuss 
 just point at thers 
 our rules dont let other folks die

",1,6,0.83330103
573,"if you think that your life is too drab 
 then its not for the average dab 
 though they might be a souse 
 its a way to make house 
 thats far better by far than a crab

",4,6,0.833225936
574,"i was taught on the subject by phelps 
 and i knew what her father would tell 
 i inquired was that clear 
 i could tell by the tone 
 she was speaking of something dphalle

",0,6,0.832268804
575,"if a girl or a guy mariese 
 in the buff  i should ask what is he 
 its a wellheeled blouse 
 well its not what ive oft 
 called her jacket for short   and we see

",1,6,0.831499241
576,"for your blood to clot i suggest 
 that a doc with a very short fuse 
 put some inletting go 
 now the clot will flow 
 thats the trick and the trick is the suction

",1,6,0.828673944
577,"my wife is a terrible thief 
 when she leaves me right here on my sleeve 
 when she leaves me alone 
 without beingmoaned 
 i am caught unawarescheakespearlyfeeling

",1,6,0.825843841
578,"im not sure when you ask to convey 
 my feelings to you i cant pray 
 i could wince if you feel 
 that youre trying to steal 
 my response i think is no way

",4,6,0.825185463
579,"it is easy enough to keep score 
 using all of the facts and i adore 
 the job of a cop 
 is to keep it in pop 
 this guy keeps a book  so its a bore

",4,6,0.824668318
580,"theres an outhouse at work just to go 
 when it rains and theres storm clouds to blow 
 but the cause is our aim 
 at least not in the game 
 for its aim is to make you relax

",2,6,0.824324295
581,"as a child i was often a victim 
 of abuse by the time im a teen 
 but now i use words more 
 from the present to yore 
 so you cant tell me what im about nine

",2,6,0.824160054
582,"its quite likely that bakers will bake 
 to a wide temperature range 
 this rise in their yields 
 is likely to yield 
 their own bread that they know no mistake

",2,6,0.822837243
583,"the word eureka one day was found 
 with a very long pause it appeared 
 that our school boys would be 
 for a long time no gee 
 but this word is still used today

",1,6,0.822164372
584,"said jacobsons mom i have a request 
 this is not just some moo on the lot 
 will it work on a plant 
 that will give her a jolt 
 thats your plants youre the first one to bring

",0,6,0.821543619
585,"its a game of the blackboard  a game 
 where your head like a dog with its aim 
 for this game is a thrill 
 youve just got to fill the bill 
 if you dont have the balls to jack hooray

",2,6,0.821085691
586,"bob the baker went out and set the bees 
 at the shop to make moneys and babbles 
 but the beekeeping staff 
 said no bob in my bawd 
 was all that he paid on theabbles

",1,6,0.82066898
587,"though i know that im making a mess 
 but i dont want to stand in that wake 
 if the sun doesnt shine 
 ill just have to shine 
 as my backside is starting to ache

",2,6,0.819840908
588,"in this fight i am forced to put forth 
 for the sake of my nation and my cattle 
 though my life i have spilt 
 i still can goilt 
 for i must play my antifur stand

",1,6,0.818944365
589,"my daughter has a knack for bad puns 
 in a kitchen shes very toughs 
 if she thinks its her day 
 but shes not gonna play 
 or shell simply get mad and holler duhduhduh duhduhduhduhduhduhduhduh

",1,4,0.817817256
590,"i was out in the cold on the moor 
 tried to sell some dead meat to a store 
 but the buyer turned frown 
 when he saw i was down 
 and a caddy that night was much straighter

",3,6,0.817384556
591,"when my dad said its time that i quit 
 in the race to the moon its my bit 
 if im not theres a threat 
 thatll bring me nowhere 
 ill just sit on the side of the wit

",3,3,0.814227894
592,"at the play i once ran i had reckoned 
 i should have been more specific 
 that words so exact 
 which was almost exact 
 i must leave it behind thats disomical

",1,6,0.812960446
593,"in the days of the past as the nile 
 with this limericks not very sage 
 all my life i have tried 
 to make sure it getsancy 
 but my wife says im never too sage

",1,6,0.81290146
594,"youre the best in the state of oklahoma 
 but youre caught with a gun in peru 
 youre in luck youre in jail 
 and a judge just ruled jail 
 cried the cellmate your pardon is due

",2,6,0.809343651
595,"in the old days when folks were enthralled 
 their lives were antediluvian 
 in their forebears age yup 
 they would just leave it at ya 
 and the birth of a new baby was named

",0,6,0.808873445
596,"at his bar brawls were hard to conceal 
 and his wife wouldnt get up to speleal 
 every time he would say 
 please be nice said he 
 but to keep all her money hed steal

",3,6,0.808057919
597,"my wife has a face that is tawny 
 shes a hag and i know what shes sayish 
 every time that i see 
 she has put up a tree 
 i would call it acanthicandawny

",2,2,0.807788968
598,"when youre writing to call to the bank 
 for a loan and a loan in fact 
 but youre stumped youre not sure 
 just what exactly you got 
 now youre faking it up or a trick

",1,6,0.807688333
599,"my new girlfriend is sweet as can be 
 and her dress has some flair but a few 
 for me this is true 
 but i will just have to do 
 to discover shes not just an e

",2,4,0.806915581
600,"its a shame that the film that i wrote 
 isnt funnytheres simply no note 
 ive just failed to deliver 
 a punchline im weary 
 cause the ending is awfully glottal

",1,6,0.806688517
601,"i am not sure what your view is 
 of how we should call the place jayvy 
 since at first it looked hot 
 in the summer it rot 
 and the food smells a tad like hot fudgeys

",2,6,0.805788979
602,"when in britain they call it bluechip 
 theyre a group called the british or clip 
 and they think it a fad 
 but they use it forad 
 when in dundee they claim its not hip

",4,6,0.804804727
603,"whats a cuckol a round yellowish goo 
 thats a name for a prickly calotte 
 a french cheese that is fine 
 with some mayo in mine 
 or some karaoke sauce you could brew

",2,6,0.804606795
604,"on the front page of old papers and news 
 they report that new laws are being shoeshose 
 so for business or church 
 we say no to those who perch 
 cause those shoeshose were making a loss

",3,6,0.803892724
605,"they say i could play as a zeus 
 but i think its all egorys goss 
 since my skills are in doubt 
 theres just no way i can 
 play the hero a mans very soul

",0,6,0.803464442
606,"your limericks not here to declare 
 but in a state of dada theres where 
 youll find dada in all 
 the way dada had its fall 
 in its time when were all now at prayer

",4,6,0.801495254
607,"the king and his queen had an affray 
 when the judge said theyre both on the same day 
 i said what is it you 
 youre both drunk and youre too 
 to be tied to a man then youre fate

",2,6,0.801470637
608,"in our country they say of the dandy 
 an old russian town called delhi 
 but its name we cant find 
 yet old rome still beckons 
 because russians speak that is handy

",3,6,0.799475871
609,"its a term weve both heard of before 
 for when we die its todays of the sword 
 but my god what a rump 
 this new word for the lump 
 of a death to be seen by  my gore

",2,6,0.796984147
610,"since i cant figure out how to pronounce 
 the words that ive heard are confounder 
 its really not that 
 for the good o i vow 
 i am learning to say amounder

",1,6,0.796922423
611,"on a boat on the bay of troy 
 at the port called ambridge of wye 
 they play games all are daddyd 
 and if you are buckled 
 you wont win on the toss of a cudye

",1,6,0.796876453
612,"a lady who lives in a house 
 with a view of the world quite inargouse 
 has a penchant for odd tales 
 so she never calls bods 
 to sell her young son as the bris

",1,6,0.796045262
613,"if youre building a house i would state 
 that a caddy is where you should wait 
 it adds weight to your house 
 and provides a good spouse 
 so theres much more than a little bit weight

",4,6,0.794651113
614,"in the place where the wind blows hard 
 and then billows into drool on her bard 
 is a shrub called al figa 
 scented and fragrant so gaily 
 though it may have the name fern or farrow

",1,6,0.794565134
615,"at my dance school you know the drill 
 when my feet i will never getille 
 ill work hard every day 
 i will get the okay 
 its as simple as that as you will

",4,6,0.794553459
616,"theres no water thats purer in the world 
 than this sweet little lily pond 
 thats been known to abound 
 but its one youd frown 
 if id said it was ballywooed youd have mowed

",0,5,0.794446126
617,"how are you i asked his reply 
 well i told you theres a trick i cant use 
 it turns out that my lips 
 say i do what pleases 
 to avoid it he knew as i knew

",0,6,0.790748954
618,"this project youre trying to get 
 all the money you promised to get 
 youre in the wrong hands 
 and the effort and glands 
 youve spent hours making it yet

",4,6,0.790633768
619,"the anachronous creature can be 
 from afar all the world can see 
 in its form or its color 
 but from where it might comell 
 go on forth to earth and to flee

",3,6,0.790066294
620,"its a word meaning simply a word 
 and i often use one for a word 
 if i choose to speak russian 
 ill try to avoid 
 imply trying my mind to intone

",1,6,0.790013671
621,"youve been feeling so bad and sad 
 and you need to get help get it quick 
 for the first time you know 
 youve got cancer or so 
 do a chemosave quick then call mick

",2,6,0.789025277
622,"sunday munchings a helluva crime 
 my pal said im ready to slumber 
 but that mans a real mama 
 i know what its called emma 
 and a real yummy chabazite

",1,5,0.788768262
623,"theres a crescentshaped tree thats the bract 
 from an oldtime art form ofament 
 called a crescentshaped tree 
 theres a bract to see tea 
 you are oaf its the apple of dent

",2,6,0.788498878
624,"in a cave in my yard an old dame 
 liked to lie in the sun like a aim 
 she would give me advice 
 when she wanted my advice 
 she had only one hand in the game

",4,6,0.788083717
625,"my sons an asthmatic a man 
 whos a veryverse drunkard named tan 
 i would rather he ate 
 any object that sweet 
 was a part of his brain that was can

",3,6,0.786822572
626,"heres a word from my past you may know 
 which for shame would suggest is morose 
 we can still keep that word 
 from being confused 
 its a bummer a cuss word or hues

",1,6,0.786400884
627,"an adelsoid thats what its called 
 as it grows on the plant that is called 
 or it could be the word 
 for a grasses so broad 
 that it might make a good home for a mular

",2,6,0.786307901
628,"all your friends in the church make me sigh 
 as a crosspiece this guy cant be high 
 theres the rubi and ben 
 and the cantor and tenn 
 and youre glad theres no father here

",2,6,0.785842046
629,"an orator whos apt to adorn 
 all the folks who attend the event 
 and the folks who are seeking 
 an overinteing 
 with jokes about women and gent

",2,6,0.784215361
630,"though i fear that my love will be marred 
 ive decided to live with her dad 
 but alas im afraid 
 ive no chance to get married 
 and hes too much to keep in my ar

",1,6,0.783439055
631,"when your soninlaw thinks youre a fool 
 he may act out the most base and uncool 
 but by all the kids who 
 will make you his new 
 youll be taught how to speak as a rule

",4,6,0.782156274
632,"though your speech was an horrible mess 
 to my ears ear theres aural distress 
 now you look so aghast 
 at my dear wife and the rest 
 you may faint but you wont get my dress

",3,6,0.782145679
633,"you say that you have the right 
 to decide what youll eat on the night 
 well its true i am right 
 in this land that im white 
 i can eat whats in vinaigrette delight

",4,0,0.781726629
634,"a limerick might be the bane 
 and the word that defines it is plain 
 i would give it some weight 
 in my verses to state 
 that ive written them quite without brain

",4,6,0.781212313
635,"my boston brownies a treat 
 they say nothing has made me a sweetspot 
 if you have the right passion 
 for them its a gourmall 
 it will bring you quite down in the street

",1,6,0.780851975
636,"a calabash is a dish 
 made from sambas with spices ive swish 
 this stew is a dream 
 with this dish i may beam 
 i confess it is much too delish

",4,6,0.778895035
637,"i cant bear to go out on a date 
 when you claim to be clever and straight 
 youre a big shot youre late 
 and i cant get my mate 
 i can get an oompah to wait

",4,0,0.777268782
638,"a young female adriatic miss holly 
 got the name of a fellow she knew silly 
 when his nose was all bony 
 she laughed it was silly 
 a little bit snide a bit funny

",4,0,0.776335344
639,"my friend jean said i do love you 
 a new love is what id like you 
 and i do love him still 
 but my heart aches how 
 she wants only to be his new boo

",3,3,0.77583497
640,"the weathers so fine i may fly 
 till its snows start to set in before i 
 see my friend go for drink 
 in the hope that the drink 
 will make him wake up okay with his eye

",4,6,0.774651051
641,"dressed in gowns of pink satin and fur 
 momma was a young maid called harry 
 i knew what youre thinking 
 you think that im drinking 
 when the maid calls me mister and sir

",2,6,0.773944318
642,"our wedding said mom with a groan 
 was a bit too much to allow 
 i can barely believe it 
 they all had to leave it 
 for good but my mom was a jingo

",2,6,0.773738399
643,"they say that youre just one of us 
 when you speak of your love for me 
 well youd know if youd known 
 that im only a clone 
 im an oompah  an oompah  an oompee

",2,6,0.770127594
644,"when youre writing a limrick with grace 
 it will not get to naught but a place 
 like atlantic to read 
 and at length just as well 
 it will fall to the ground on the face

",3,6,0.769769514
645,"a man of the cloths is an oldfashioned 
 and his manner is strange though hes gothic 
 hes got a certain cachet 
 though my god its plainhet 
 he says she is a real chinese masten

",0,6,0.76886183
646,"its a term we can all use today 
 as in music a word of that play 
 its a musical sign 
 or a phrase for a fine 
 but in all of our gents its a say

",4,6,0.768021841
647,"theres a song that i hear all the day 
 from the townsite with whom we would pray 
 if a man should make 
 his choice to take back 
 but the prayer is a hollow to say

",3,6,0.767733734
648,"in the army a major is rank 
 hes a soldier who fights like a crank 
 he cant get all the credit 
 hes a bumbling buffy 
 a rank that will sure fill you gank

",3,6,0.767698977
649,"the word deuterocarpus is new 
 but its meaning is well beyond it 
 any flower will rise 
 in the springtime it stays 
 and will thicken her heart when its blue

",1,6,0.767034374
650,"they are all of us chumpsters and chumps 
 in our towns and our houses and mumps 
 every girl and each gent 
 who appears at the event 
 that we call our neighborhood slums

",4,6,0.766234633
651,"when a dog chewed an apple it felt 
 that the bite caused her skin to be pink 
 so she got her doctor 
 by hook or by crook 
 to remove it from there was ang

",0,6,0.765868947
652,"my wife says its time for a check 
 to be paid for our new place in dallas 
 the place where we met 
 but the pay is a threat 
 so it seems our lives are too chill

",1,6,0.765631378
653,"a young acarophobia fellow 
 weared his face in a tight averruncheon 
 to the nave i applied 
 as i strolled the blindfold 
 in order to not trip  but to prank me

",0,6,0.764531434
654,"if you have the stomachs working well 
 and the food makes you happy and swell 
 then youre blessed with a stomach 
 which means of aific 
 a feast you wont mind the smell

",3,6,0.762468297
655,"to my son howdo you rate dear 
 how did you last week what a gem 
 what a joy to see you 
 so young what was you 
 an oldfashioned male do you berate

",1,6,0.761673577
656,"they were once made from sheep for a start 
 but today theres another fine art 
 some folks make a living 
 with sheep on their wombies 
 but theyre really not worth all the heart

",3,6,0.761604637
657,"at the beach i went into a bar 
 in a bar to get drunk and get fat 
 at the counter i sat 
 i was served drink of the cat 
 what was wrong with this new gin and tonic

",1,4,0.760504648
658,"the coryphacus genus of lilies 
 is found in asia wild places 
 its edible flesh 
 is the most tasty yet 
 the coracle or busts its a treates

",1,6,0.759776309
659,"my new yachts over seaside with me 
 and its time to go back on the sea 
 as the ship goes up high 
 to the port by the sky 
 theres a beautiful view and it is

",2,6,0.757880047
660,"my brother has lost quite a few 
 of his teeth and its really no joke 
 all the rest of his teeth 
 were gone now you see 
 but he wont have his hands on his too

",1,6,0.75749933
661,"theres a method of war we must learn 
 that will show us who wants to turn 
 to a course of attacks 
 and at times use their backs 
 and it looks like it might turn to burn

",4,6,0.757136621
662,"we love the idea of a tree 
 the blue and the black it will be 
 we will not buy it its true 
 when compared to a cow 
 im afraid we would fall for the sea

",3,6,0.756755512
663,"if the weather is balmy my friend 
 in the storm ill go out on a dare 
 to enjoy the fine view 
 of the serenade high 
 then well drink with the local liqueur

",0,6,0.756157771
664,"dont drink till youre ready to burst 
 in the midst of the workday your worst 
 like a man with a gun 
 or a drunk whos too young 
 for the day that is called a day off

",1,6,0.755279958
665,"i have heard that im facing a fate 
 in a flash i hear one last note 
 you can fly where youre gonna 
 if not you are gonna 
 end up in the bottom of hate

",2,6,0.75503096
666,"in the alps we found all the time 
 at our pleasure our fort would suffice 
 were the brits so wellversed 
 in alpestry we shared 
 our thanksgiving home to a new

",0,6,0.754982449
667,"it isnt a place where you get 
 a nice bite at the end of theiette 
 no the churifers fish 
 are a fish you should wish 
 for you might wish that youd rather not yetget

",4,4,0.754517765
668,"biasurface thats what you think 
 of a job that is good for a shrink 
 the first time a lad 
 must be taken aback 
 that hes never been given the pink

",3,6,0.750953449
669,"in the summer he found himself hot 
 with a cool and sedate repast 
 this hot meal was a winner 
 it was all about thinner 
 or at least that seemed better that bit

",1,6,0.750027038
670,"im in shock and quite wondering why 
 she took off her nightie to dye 
 with her new silk nightie 
 she looked in the mirror 
 and blew it blew off  i could die

",3,6,0.749291062
671,"when the chandler declared ill agree 
 it was quite a surprise that he me 
 said its all fine to kill 
 all my friends when i will 
 and will never make them all see me fleaby

",4,6,0.747707386
672,"if i do what you say it would show 
 my position on antizeal 
 no more will i fight 
 you do more than just bite 
 my whole hand is now caught in the blow

",2,6,0.747172363
673,"in the north of the states where its hot 
 as a wintertime air search might spot 
 on our causeway we find 
 a large bed bug a kind 
 of a bug that we call diphtheritis

",2,6,0.747045442
674,"a bigfoots a man with big feet 
 but a dame with such large biceps she beat 
 his right arm to her left 
 to the ground with her deft 
 now her chest says i ogle your sweet sweet petite

",4,6,0.745993011
675,"a word on display on my shelf 
 was put down cause its meaning iseless 
 this wasnt our style 
 now the only thing gile 
 is its eeriness leaves it blank

",1,6,0.745738402
676,"an acrostis is not a bad feeling 
 but it means that your muscles are weakling 
 when you go in the ring 
 please dont say im a bloke 
 please be honest if you dont know squathing

",3,3,0.745197296
677,"while in college at st claire 
 i could not be too careful of her 
 when she told me to take 
 any risk in my take 
 she just had to say nay with no carryon

",1,6,0.745098323
678,"an ambitious young fellow named ben 
 had ambition and drive to be can 
 but he didnt want money 
 from his wealthy good buddy 
 all the cash was used up in the pan

",2,6,0.743714822
679,"youre the driving me out of my skull 
 why did i not like your last song 
 my ears burned so long 
 i am sorry this wrong 
 you are not even on your left zone

",1,4,0.743390083
680,"on the first day of spring i was stung 
 since my dog was both short and quite lung 
 and my mother said when 
 all is lost and goodbye 
 come back when were done please dont run

",1,6,0.743214212
681,"there once was a fellow named stofford 
 whose limericks were dull but quite tart 
 his penmanship was slow 
 and his typos was choppy 
 so he bought an hackup an art

",1,6,0.743193083
682,"when the wind blew the boys looked askance 
 but the girls had no cause for suspicion 
 that their coach had beeneder 
 the girls all said heres yourornia 
 the worst on the court of chance

",2,6,0.741490662
683,"a biblioklept would use a 
 new title like biblioklept e 
 to mean biblioklept 
 the one i like best 
 is that bookkeeping tip that oneech

",2,6,0.740889937
684,"cousin liz bought a new mink coat 
 with a coat of bright yellow as well 
 a great dandy old duke 
 whos in cuckoldia huke 
 had both eyes she declared is my bell

",2,6,0.740231901
685,"an enron is a kind of machine 
 thats designed for the human its seen 
 by a man not a bot 
 it could be you and me 
 its a toy that im willing to lend

",1,6,0.740020655
